State,Date,Total_Tested,Total_Confirmed,Total_Recovered,Total_Deceased,Total_Vaccinated1,Total_Vaccinated2,Delta_Tested,Delta_Confirmed,Delta_Recovered,Delta_Deceased,Delta_Vaccinated1,Delta_Vaccinated2,Delta7_Tested,Delta7_Confirmed,Delta7_Recovered,Delta7_Deceased,Delta7_Vaccinated1,Delta7_Vaccinated2
Manipur,2021-03-16,564419,29315,28918,373,77819,13911,940,2,2,0,692,1160,8325,17,23,0,5432,7268
Manipur,2021-03-17,565579,29323,28922,373,78662,15720,1160,8,4,0,843,1809,9485,18,25,0,5152,7818
Manipur,2021-03-18,566178,29325,28924,373,79414,16991,599,2,2,0,752,1271,5722,16,24,0,5094,8309
Manipur,2021-03-19,567126,29326,28929,373,80166,18747,948,1,5,0,752,1756,5856,16,22,0,4703,8556
Manipur,2021-03-20,568085,29332,28931,373,81251,20928,959,6,2,0,1085,2181,5885,21,20,0,5196,10292
Manipur,2021-03-21,568814,29335,28933,373,81297,21061,729,3,2,0,46,133,5898,22,19,0,5242,10425
Manipur,2021-03-22,569545,29339,28933,373,82036,23245,731,4,0,0,739,2184,6066,26,17,0,4909,10494
Manipur,2021-03-23,570546,29352,28935,373,83092,25001,1001,13,2,0,1056,1756,6127,37,17,0,5273,11090
Manipur,2021-03-24,571447,29362,28935,374,83749,27033,901,10,0,1,657,2032,5868,39,13,1,5087,11313
Manipur,2021-03-25,572332,29367,28936,374,84235,28805,885,5,1,0,486,1772,6154,42,12,1,4821,11814
Manipur,2021-03-26,573075,29373,28939,374,85103,31121,743,6,3,0,868,2316,5949,47,10,1,4937,12374
Manipur,2021-03-27,573820,29376,28944,374,85714,32454,745,3,5,0,611,1333,5735,44,13,1,4463,11526
Manipur,2021-03-28,574525,29385,28948,374,85717,32505,705,9,4,0,3,51,5711,50,15,1,4420,11444
Manipur,2021-03-29,574884,29391,28950,374,85731,32560,359,6,2,0,14,55,5339,52,17,1,3695,9315
Manipur,2021-03-30,575412,29393,28952,374,86044,33529,528,2,2,0,313,969,4866,41,17,1,2952,8528
Manipur,2021-03-31,576140,29400,28956,374,86331,34507,728,7,4,0,287,978,4693,38,21,0,2582,7474
Manipur,2021-04-01,577082,29401,28963,374,86708,35827,942,1,7,0,377,1320,4750,34,27,0,2473,7022
Manipur,2021-04-02,577941,29406,28975,374,83274,32270,859,5,12,0,-3434,-3557,4866,33,36,0,-1829,1149
Manipur,2021-04-03,578877,29415,28981,374,84338,34307,936,9,6,0,1064,2037,5057,39,37,0,-1376,1853
Manipur,2021-04-04,580265,29423,28988,374,84572,34779,1388,8,7,0,234,472,5740,38,40,0,-1145,2274
Manipur,2021-04-05,581304,29428,28997,374,84333,36339,1039,5,9,0,-239,1560,6420,37,47,0,-1398,3779
Manipur,2021-04-06,582439,29435,28998,374,85284,37919,1135,7,1,0,951,1580,7027,42,46,0,-760,4390
Manipur,2021-04-07,583322,29447,28998,374,86069,39543,883,12,0,0,785,1624,7182,47,42,0,-262,5036
Manipur,2021-04-08,584391,29463,29001,375,86907,41189,1069,16,3,1,838,1646,7309,62,38,1,199,5362
Manipur,2021-04-09,585041,29475,29009,375,88308,42653,650,12,8,0,1401,1464,7100,69,34,1,5034,10383
Manipur,2021-04-10,586090,29486,29010,375,88817,43387,1049,11,1,0,509,734,7213,71,29,1,4479,9080
Manipur,2021-04-11,586817,29496,29013,376,90439,43957,727,10,3,1,1622,570,6552,73,25,2,5867,9178
Manipur,2021-04-12,587729,29514,29035,376,92517,45162,912,18,22,0,2078,1205,6425,86,38,2,8184,8823
Manipur,2021-04-13,588540,29540,29046,376,94174,45804,811,26,11,0,1657,642,6101,105,48,2,8890,7885
Manipur,2021-04-14,589389,29561,29052,376,96396,46535,849,21,6,0,2222,731,6067,114,54,2,10327,6992
Manipur,2021-04-15,590238,29579,29062,376,97793,47697,849,18,10,0,1397,1162,5847,116,61,1,10886,6508
Manipur,2021-04-16,591431,29610,29069,376,99928,48707,1193,31,7,0,2135,1010,6390,135,60,1,11620,6054
Manipur,2021-04-17,592588,29649,29083,376,102125,50010,1157,39,14,0,2197,1303,6498,163,73,1,13308,6623
Manipur,2021-04-18,593783,29721,29090,376,102997,50127,1195,72,7,0,872,117,6966,225,77,0,12558,6170
Manipur,2021-04-19,594750,29775,29102,377,106512,51199,967,54,12,1,3515,1072,7021,261,67,1,13995,6037
Manipur,2021-04-20,596703,29869,29106,378,109889,52228,1953,94,4,1,3377,1029,8163,329,60,2,15715,6424
Manipur,2021-04-21,598268,29961,29128,380,114375,53179,1565,92,22,2,4486,951,8879,400,76,4,17979,6644
Manipur,2021-04-22,599801,30047,29153,381,117491,54294,1533,86,25,1,3116,1115,9563,468,91,5,19698,6597
Manipur,2021-04-23,601600,30151,29180,381,119445,54818,1799,104,27,0,1954,524,10169,541,111,5,19517,6111
Manipur,2021-04-24,602832,30281,29193,383,124605,55774,1232,130,13,2,5160,956,10244,632,110,7,22480,5764
Manipur,2021-04-25,604620,30421,29231,385,126565,55981,1788,140,38,2,1960,207,10837,700,141,9,23568,5854
Manipur,2021-04-26,605708,30567,29267,390,135061,57219,1088,146,36,5,8496,1238,10958,792,165,13,28549,6020
Manipur,2021-04-27,607553,30742,29317,393,142665,58100,1845,175,50,3,7604,881,10850,873,211,15,32776,5872
Manipur,2021-04-28,609910,31001,29376,395,155238,58999,2357,259,59,2,12573,899,11642,1040,248,15,40863,5820
Manipur,2021-04-29,612489,31315,29690,400,168275,60069,2579,314,314,5,13037,1070,12688,1268,537,19,50784,5775
Manipur,2021-04-30,614444,31586,29764,405,189159,61155,1955,271,74,5,20884,1086,12844,1435,584,24,69714,6337
Manipur,2021-05-01,616666,31905,29843,410,202052,61750,2222,319,79,5,12893,595,13834,1624,650,27,77447,5976
Manipur,2021-05-02,618926,32161,29923,415,205036,61754,2260,256,80,5,2984,4,14306,1740,692,30,78471,5773
Manipur,2021-05-03,621082,32523,30030,422,218307,62959,2156,362,107,7,13271,1205,15374,1956,763,32,83246,5740
Manipur,2021-05-04,623555,32956,30141,424,228147,63753,2473,433,111,2,9840,794,16002,2214,824,31,85482,5653
Manipur,2021-05-05,625498,33353,30262,434,239359,64707,1943,397,121,10,11212,954,15588,2352,886,39,84121,5708
Manipur,2021-05-06,627856,33733,30295,447,248329,65545,2358,380,33,13,8970,838,15367,2418,605,47,80054,5476
Manipur,2021-05-07,631277,34333,30378,449,255855,66332,3421,600,83,2,7526,787,16833,2747,614,44,66696,5177
Manipur,2021-05-08,634101,34775,30463,461,262930,66875,2824,442,85,12,7075,543,17435,2870,620,51,60878,5125
Manipur,2021-05-09,637265,35354,30598,476,263115,66896,3164,579,135,15,185,21,18339,3193,675,61,58079,5142
Manipur,2021-05-10,639778,35778,30685,489,272944,68017,2513,424,87,13,9829,1121,18696,3255,655,67,54637,5058
Manipur,2021-05-11,643220,36370,30880,509,280275,69013,3442,592,195,20,7331,996,19665,3414,739,85,52128,5260
Manipur,2021-05-12,646740,37036,31238,526,288458,69225,3520,666,358,17,8183,212,21242,3683,976,92,49099,4518
Manipur,2021-05-13,650507,37596,31491,536,294064,69492,3767,560,253,10,5606,267,22651,3863,1196,89,45735,3947
Manipur,2021-05-14,653736,38322,31872,552,299447,69560,3229,726,381,16,5383,68,22459,3989,1494,103,43592,3228
Manipur,2021-05-15,657167,39052,32275,562,306289,69694,3431,730,403,10,6842,134,23066,4277,1812,101,43359,2819
Manipur,2021-05-16,660531,39729,32674,578,306746,69699,3364,677,399,16,457,5,23266,4375,2076,102,43631,2803
Manipur,2021-05-17,663079,40059,33129,592,315385,69770,2548,330,455,14,8639,71,23301,4281,2444,103,42441,1753
Manipur,2021-05-18,666280,40683,33466,612,320211,69848,3201,624,337,20,4826,78,23060,4313,2586,103,39936,835
Manipur,2021-05-19,669375,41265,33813,635,328621,69915,3095,582,347,23,8410,67,22635,4229,2575,109,40163,690
Manipur,2021-05-20,672488,41909,34359,646,333270,69979,3113,644,546,11,4649,64,21981,4313,2868,110,39206,487
Manipur,2021-05-21,675645,42565,35606,661,339924,70024,3157,656,1247,15,6654,45,21909,4243,3734,109,40477,464
Manipur,2021-05-22,678808,43322,36258,674,343656,70061,3163,757,652,13,3732,37,21641,4270,3983,112,37367,367
Manipur,2021-05-23,682417,44089,36867,688,343680,70061,3609,767,609,14,24,0,21886,4360,4193,110,36934,362
Manipur,2021-05-24,685017,44627,37478,705,350818,70102,2600,538,611,17,7138,41,21938,4568,4349,113,35433,332
Manipur,2021-05-25,688805,45451,37946,720,354004,70157,3788,824,468,15,3186,55,22525,4768,4480,108,33793,309
Manipur,2021-05-26,692880,46298,38325,730,365745,70172,4075,847,379,10,11741,15,23505,5033,4512,95,37124,257
Manipur,2021-05-27,697178,47111,38901,748,368787,70212,4298,813,576,18,3042,40,24690,5202,4542,102,35517,233
Manipur,2021-05-28,701485,47843,39480,761,373859,70273,4307,732,579,13,5072,61,25840,5278,3874,100,33935,249
Manipur,2021-05-29,706385,48850,40044,776,380673,70336,4900,1007,564,15,6814,63,27577,5528,3786,102,37017,275
Manipur,2021-05-30,712778,49882,40607,793,380866,70337,6393,1032,563,17,193,1,30361,5793,3740,105,37186,276
Manipur,2021-05-31,717426,50751,41153,807,387473,70445,4648,869,546,14,6607,108,32409,6124,3675,102,36655,343
Manipur,2021-06-01,723146,51549,41782,825,391758,70520,5720,798,629,18,4285,75,34341,6098,3836,105,37754,363
Manipur,2021-06-02,730078,52278,42404,839,399135,70628,6932,729,622,14,7377,108,37198,5980,4079,109,33390,456
Manipur,2021-06-03,735845,52899,43187,849,401826,70711,5767,621,783,10,2691,83,38667,5788,4286,101,33039,499
Manipur,2021-06-04,743534,53690,43779,863,412336,70790,7689,791,592,14,10510,79,42049,5847,4299,102,38477,517
Manipur,2021-06-05,751763,54407,44519,872,421326,70916,8229,717,740,9,8990,126,45378,5557,4475,96,40653,580
Manipur,2021-06-06,760536,55230,45165,881,421435,70916,8773,823,646,9,109,0,47758,5348,4558,88,40569,579
Manipur,2021-06-07,765523,55828,45948,896,433393,70995,4987,598,783,15,11958,79,48097,5077,4795,89,45920,550
Manipur,2021-06-08,774451,56576,46527,908,440356,71104,8928,748,579,12,6963,109,51305,5027,4745,83,48598,584
Manipur,2021-06-09,783395,57351,47129,915,451274,71208,8944,775,602,7,10918,104,53317,5073,4725,76,52139,580
Manipur,2021-06-10,792403,58081,47797,925,456059,71293,9008,730,668,10,4785,85,56558,5182,4610,76,54233,582
Manipur,2021-06-11,800223,58768,48902,944,463537,71407,7820,687,1105,19,7478,114,56689,5078,5123,81,51201,617
Manipur,2021-06-12,808181,59322,49653,959,465952,71428,7958,554,751,15,2415,21,56418,4915,5134,87,44626,512
Manipur,2021-06-13,813240,59852,50379,974,466390,71437,5059,530,726,15,438,9,52704,4622,5214,93,44955,521
Manipur,2021-06-14,818497,60311,50878,990,472041,71562,5257,459,499,16,5651,125,52974,4483,4930,94,38648,567
Manipur,2021-06-15,826571,61096,51354,998,476539,71616,8074,785,476,8,4498,54,52120,4520,4827,90,36183,512
Manipur,2021-06-16,835063,61848,51762,1008,482392,71698,8492,752,408,10,5853,82,51668,4497,4633,93,31118,490
Manipur,2021-06-17,840947,62343,52220,1021,484446,71804,5884,495,458,13,2054,106,48544,4262,4423,96,28387,511
Manipur,2021-06-18,846789,62946,52667,1033,488761,71979,5842,603,447,12,4315,175,46566,4178,3765,89,25224,572
Manipur,2021-06-19,852662,63538,52961,1039,493011,72119,5873,592,294,6,4250,140,44481,4216,3308,80,27059,691
Manipur,2021-06-20,857153,64065,53405,1047,493549,72121,4491,527,444,8,538,2,43913,4213,3026,73,27159,684
Manipur,2021-06-21,859425,64418,54065,1055,500022,72264,2272,353,660,8,6473,143,40928,4107,3187,65,27981,702
Manipur,2021-06-22,864216,64993,54714,1065,503959,72370,4791,575,649,10,3937,106,37645,3897,3360,67,27420,754
Manipur,2021-06-23,869552,65622,55257,1074,510146,72480,5336,629,543,9,6187,110,34489,3774,3495,66,27754,782
Manipur,2021-06-24,873826,66171,55912,1085,515263,72600,4274,549,655,11,5117,120,32879,3828,3692,64,30817,796
Manipur,2021-06-25,878417,66756,59995,1093,523661,72808,4591,585,4083,8,8398,208,31628,3810,7328,60,34900,829
Manipur,2021-06-26,882933,67317,60529,1108,530788,73048,4516,561,534,15,7127,240,30271,3779,7568,69,37777,929
Manipur,2021-06-27,888118,67986,61038,1124,533686,73067,5185,669,509,16,2898,19,30965,3921,7633,77,40137,946
Manipur,2021-06-28,892611,68418,61646,1130,548098,73373,4493,432,608,6,14412,306,33186,4000,7581,75,48076,1109
Manipur,2021-06-29,896997,69198,62134,1141,563426,73782,4386,780,488,11,15328,409,32781,4205,7420,76,59467,1412
Manipur,2021-06-30,901999,69790,62628,1150,581261,74141,5002,592,494,9,17835,359,32447,4168,7371,76,71115,1661
Manipur,2021-07-01,906459,70298,63206,1162,597706,74460,4460,508,578,12,16445,319,32633,4127,7294,77,82443,1860
Manipur,2021-07-02,911276,70954,63809,1175,620461,75100,4817,656,603,13,22755,640,32859,4198,3814,82,96800,2292
Manipur,2021-07-03,915719,71643,64329,1188,643887,75690,4443,689,520,13,23426,590,32786,4326,3800,80,113099,2642
Manipur,2021-07-04,920039,72286,64931,1196,653419,75922,4320,643,602,8,9532,232,31921,4300,3893,72,119733,2855
Manipur,2021-07-05,923243,72718,65540,1204,682013,77454,3204,432,609,8,28594,1532,30632,4300,3894,74,133915,4081
Manipur,2021-07-06,928312,73581,66132,1218,706914,78813,5069,863,592,14,24901,1359,31315,4383,3998,77,143488,5031
Manipur,2021-07-07,933907,74341,66578,1229,735374,81102,5595,760,446,11,28460,2289,31908,4551,3950,79,154113,6961
Manipur,2021-07-08,938297,75180,67212,1241,758845,82292,4390,839,634,12,23471,1190,31838,4882,4006,79,161139,7832
Manipur,2021-07-09,943697,76032,68171,1251,770581,83777,5400,852,959,10,11736,1485,32421,5078,4362,76,150120,8677
Manipur,2021-07-10,949647,76820,68654,1258,776564,84614,5950,788,483,7,5983,837,33928,5177,4325,70,132677,8924
Manipur,2021-07-11,955967,77731,69224,1272,781273,84767,6320,911,570,14,4709,153,35928,5445,4293,76,127854,8845
Manipur,2021-07-12,962488,78621,69814,1287,794059,86318,6521,890,590,15,12786,1551,39245,5903,4274,83,112046,8864
Manipur,2021-07-13,967449,79417,70402,1309,823351,90079,4961,796,588,22,29292,3761,39137,5836,4270,91,116437,11266
Manipur,2021-07-14,975043,80521,70985,1326,852513,94504,7594,1104,583,17,29162,4425,41136,6180,4407,97,117139,13402
Manipur,2021-07-15,982099,81560,71662,1340,876837,97643,7056,1039,677,14,24324,3139,43802,6380,4450,99,117992,15351
Manipur,2021-07-16,989283,82688,72305,1350,901374,100173,7184,1128,643,10,24537,2530,45586,6656,4134,99,130793,16396
Manipur,2021-07-17,996225,83859,73047,1365,923130,104020,6942,1171,742,15,21756,3847,46578,7039,4393,107,146566,19406
Manipur,2021-07-18,1002399,84822,73770,1376,929565,104465,6174,963,723,11,6435,445,46432,7091,4546,104,148292,19698
Manipur,2021-07-19,1006738,85596,74511,1392,947072,110389,4339,774,741,16,17507,5924,44250,6975,4697,105,153013,24071
Manipur,2021-07-20,1014017,86723,75247,1409,965573,116575,7279,1127,736,17,18501,6186,46568,7306,4845,100,142222,26496
Manipur,2021-07-21,1020869,88050,76279,1424,979883,122381,6852,1327,1032,15,14310,5806,45826,7529,5294,98,127370,27877
Manipur,2021-07-22,1026424,88978,77147,1436,995279,131374,5555,928,868,12,15396,8993,44325,7418,5485,96,118442,33731
Manipur,2021-07-23,1033260,90262,78872,1451,1010781,145103,6836,1284,1725,15,15502,13729,43977,7574,6567,101,109407,44930
Manipur,2021-07-24,1040328,91460,79744,1465,1029315,157242,7068,1198,872,14,18534,12139,44103,7601,6697,100,106185,53222
Manipur,2021-07-25,1048655,92667,80608,1478,1038690,158626,8327,1207,864,13,9375,1384,46256,7845,6838,102,109125,54161
Manipur,2021-07-26,1053543,93656,81645,1487,1055476,170480,4888,989,1037,9,16786,11854,46805,8060,7134,95,108404,60091
Manipur,2021-07-27,1059872,94821,82521,1498,1066503,177925,6329,1165,876,11,11027,7445,45855,8098,7274,89,100930,61350
Manipur,2021-07-28,1067147,95824,83392,1510,1079704,187563,7275,1003,871,12,13201,9638,46278,7774,7113,86,99821,65182
Manipur,2021-07-29,1073802,96824,84408,1521,1088643,193741,6655,1000,1016,11,8939,6178,47378,7846,7261,85,93364,62367
Manipur,2021-07-30,1080475,97698,85422,1541,1097943,200435,6673,874,1014,20,9300,6694,47215,7436,6550,90,87162,55332
Manipur,2021-07-31,1086940,98499,86403,1556,1112096,205543,6465,801,981,15,14153,5108,46612,7039,6659,91,82781,48301
Manipur,2021-08-01,1092540,99331,87360,1566,1114766,206019,5600,832,957,10,2670,476,43885,6664,6752,88,76076,47393
Manipur,2021-08-02,1086940,99872,88480,1578,1122272,212251,-5600,541,1120,12,7506,6232,33397,6216,6835,91,66796,41771
Manipur,2021-08-03,1102287,100625,89543,1592,1128586,216777,15347,753,1063,14,6314,4526,42415,5804,7022,94,62083,38852
Manipur,2021-08-04,1107582,101390,90769,1606,1135285,222872,5295,765,1226,14,6699,6095,40435,5566,7377,96,55581,35309
Manipur,2021-08-05,1112857,102147,91847,1614,1139519,226845,5275,757,1078,8,4234,3973,39055,5323,7439,93,50876,33104
Manipur,2021-08-06,1117912,102889,92894,1628,1146080,233275,5055,742,1047,14,6561,6430,37437,5191,7472,87,48137,32840
Manipur,2021-08-07,1122853,103588,93802,1640,1150906,238463,4941,699,908,12,4826,5188,35913,5089,7399,84,38810,32920
Manipur,2021-08-08,1128450,104324,94723,1650,1153506,239140,5597,736,921,10,2600,677,35910,4993,7363,84,38740,33121
Manipur,2021-08-09,1131455,104791,96128,1657,1159499,246753,3005,467,1405,7,5993,7613,44515,4919,7648,79,37227,34502
Manipur,2021-08-10,1136573,105424,96776,1664,1163534,251078,5118,633,648,7,4035,4325,34286,4799,7233,72,34948,34301
Manipur,2021-08-11,1141527,106030,97499,1674,1167348,257276,4954,606,723,10,3814,6198,33945,4640,6730,68,32063,34404
Manipur,2021-08-12,1146203,106707,98189,1683,1169861,261026,4676,677,690,9,2513,3750,33346,4560,6342,69,30342,34181
Manipur,2021-08-13,1150256,107229,98867,1691,1171910,263362,4053,522,678,8,2049,2336,32344,4340,5973,63,25830,30087
Manipur,2021-08-14,1153733,107668,99440,1700,1173886,266351,3477,439,573,9,1976,2989,30880,4080,5638,60,22980,27888
Manipur,2021-08-15,1157640,108270,100013,1710,1174116,266494,3907,602,573,10,230,143,29190,3946,5290,60,20610,27354
Manipur,2021-08-16,1159823,108545,100559,1716,1176119,273479,2183,275,546,6,2003,6985,28368,3754,4431,59,16620,26726
Manipur,2021-08-17,1164159,108948,101505,1722,1177344,277036,4336,403,946,6,1225,3557,27586,3524,4729,58,13810,25958
Manipur,2021-08-18,1167859,109317,102083,1728,1178829,284176,3700,369,578,6,1485,7140,26332,3287,4584,54,11481,26900
Manipur,2021-08-19,1172024,109843,102603,1732,1179893,287834,4165,526,520,4,1064,3658,25821,3136,4414,49,10032,26808
Manipur,2021-08-20,1175666,110215,104173,1739,1181171,292546,3642,372,1570,7,1278,4712,25410,2986,5306,48,9261,29184
Manipur,2021-08-21,1179311,110657,104771,1747,1182202,297035,3645,442,598,8,1031,4489,25578,2989,5331,47,8316,30684
Manipur,2021-08-22,1182082,110942,105197,1751,1182619,297944,2771,285,426,4,417,909,24442,2672,5184,41,8503,31450
Manipur,2021-08-23,1184523,111212,105751,1755,1184277,303691,2441,270,554,4,1658,5747,24700,2667,5192,39,8158,30212
Manipur,2021-08-24,1188048,111598,106229,1759,1185332,306939,3525,386,478,4,1055,3248,23889,2650,4724,37,7988,29903
Manipur,2021-08-25,1191817,111975,106640,1763,1186693,313345,3769,377,411,4,1361,6406,23958,2658,4557,35,7864,29169
Manipur,2021-08-26,1195023,112355,106992,1767,1187651,316030,3206,380,352,4,958,2685,22999,2512,4389,35,7758,28196
Manipur,2021-08-27,1198222,112666,107410,1770,1189275,322107,3199,311,418,3,1624,6077,22556,2451,3237,31,8104,29561
Manipur,2021-08-28,1201129,112941,107742,1775,1189275,322107,2907,275,332,5,0,0,21818,2284,2971,28,7073,25072
Manipur,2021-08-29,1204598,113328,108161,1779,1191378,328652,3469,387,419,4,2103,6545,22516,2386,2964,28,8759,30708
Manipur,2021-08-30,1207107,113551,108430,1781,1192867,331978,2509,223,269,2,1489,3326,22584,2339,2679,26,8590,28287
Manipur,2021-08-31,1211461,113933,108754,1782,1194502,337741,4354,382,324,1,1635,5763,23413,2335,2525,23,9170,30802
Manipur,2021-09-01,1214743,114203,109031,1784,1196203,345173,3282,270,277,2,1701,7432,22926,2228,2391,21,9510,31828
Manipur,2021-09-02,1218686,114502,109392,1790,1197186,349580,3943,299,361,6,983,4407,23663,2147,2400,23,9535,33550
Manipur,2021-09-03,1221793,114774,109715,1792,1198554,355902,3107,272,323,2,1368,6322,23571,2108,2305,22,9279,33795
Manipur,2021-09-04,1225142,115077,110003,1796,1199859,360933,3349,303,288,4,1305,5031,24013,2136,2261,21,10584,38826
Manipur,2021-09-05,1228633,115399,110341,1798,1200546,361867,3491,322,338,2,687,934,24035,2071,2180,19,9168,33215
Manipur,2021-09-06,1230631,115584,110602,1802,1202000,368435,1998,185,261,4,1454,6568,23524,2033,2172,21,9133,36457
Manipur,2021-09-07,1234170,115866,110896,1802,1203494,373147,3539,282,294,0,1494,4712,22709,1933,2142,20,8992,35406
Manipur,2021-09-08,1237452,116134,111165,1805,1204611,377919,3282,268,269,3,1117,4772,22709,1931,2134,21,8408,32746
Manipur,2021-09-09,1241134,116397,111373,1806,1205563,380246,3682,263,208,1,952,2327,22448,1895,1981,16,8377,30666
Manipur,2021-09-10,1244234,116607,112031,1807,1206722,385144,3100,210,658,1,1159,4898,22441,1833,2316,15,8168,29242
Manipur,2021-09-11,1247463,116899,112243,1809,1207332,387699,3229,292,212,2,610,2555,22321,1822,2240,13,7473,26766
Manipur,2021-09-12,1250458,117094,112536,1811,1207523,388221,2995,195,293,2,191,522,21825,1695,2195,13,6977,26354
Manipur,2021-09-13,1252367,117230,112801,1812,1208708,392902,1909,136,265,1,1185,4681,21736,1646,2199,10,6708,24467
Manipur,2021-09-14,1255696,117461,113032,1815,1210078,397011,3329,231,231,3,1370,4109,21526,1595,2136,13,6584,23864
Manipur,2021-09-15,1258778,117697,113259,1817,1211693,401282,3082,236,227,2,1615,4271,21326,1563,2094,12,7082,23363
Manipur,2021-09-16,1261900,117913,113478,1821,1212534,404012,3122,216,219,4,841,2730,20766,1516,2105,15,6971,23766
Manipur,2021-09-17,1264613,118121,114023,1826,1213328,407642,2713,208,545,5,794,3630,20379,1514,1992,19,6606,22498
Manipur,2021-09-18,1267038,118261,114251,1830,1214100,411709,2425,140,228,4,772,4067,19575,1362,2008,21,6768,24010
Manipur,2021-09-19,1269950,118495,114475,1831,1214276,412294,2912,234,224,1,176,585,19492,1401,1939,20,6753,24073
Manipur,2021-09-20,1271984,118673,114658,1832,1215273,418725,2034,178,183,1,997,6431,19617,1443,1857,20,6565,25823
Manipur,2021-09-21,1274986,118870,114861,1835,1215841,423130,3002,197,203,3,568,4405,19290,1409,1829,20,5763,26119
Manipur,2021-09-22,1278530,119041,114991,1836,1216639,429011,3544,171,130,1,798,5881,19752,1344,1732,19,4946,27729
Manipur,2021-09-23,1281958,119235,115127,1838,1217411,434132,3428,194,136,2,772,5121,20058,1322,1649,17,4877,30120
Manipur,2021-09-24,1285059,119445,115573,1843,1218379,442429,3101,210,446,5,968,8297,20446,1324,1550,17,5051,34787
Manipur,2021-09-25,1288091,119674,115747,1843,1219483,450816,3032,229,174,0,1104,8387,21053,1413,1496,13,5383,39107
Manipur,2021-09-26,1291061,119884,115913,1846,1219634,451505,2970,210,166,3,151,689,21111,1389,1438,15,5358,39211
Manipur,2021-09-27,1292914,120000,116042,1847,1220725,461120,1853,116,129,1,1091,9615,20930,1327,1384,15,5452,42395
Manipur,2021-09-28,1295808,120216,116221,1852,1221560,468375,2894,216,179,5,835,7255,20822,1346,1360,17,5719,45245
Manipur,2021-09-29,1298602,120426,116365,1854,1223296,476745,2794,210,144,2,1736,8370,20072,1385,1374,18,6657,47734
Manipur,2021-09-30,1300922,120584,116466,1855,1223626,479279,2320,158,101,1,330,2534,18964,1349,1339,17,6215,45147
Manipur,2021-10-01,1303743,120743,116653,1858,1224679,489358,2821,159,187,3,1053,10079,18684,1298,1080,15,6300,46929
Manipur,2021-10-02,1306267,120879,116803,1860,1225811,493071,2524,136,150,2,1132,3713,18176,1205,1056,17,6328,42255
Manipur,2021-10-03,1308516,121046,116922,1862,1226051,494146,2249,167,119,2,240,1075,17455,1162,1009,16,6417,42641
Manipur,2021-10-04,1310471,121146,117076,1868,1227361,504278,1955,100,154,6,1310,10132,17557,1146,1034,21,6636,43158
Manipur,2021-10-05,1313152,121303,117708,1871,1228110,511788,2681,157,632,3,749,7510,17344,1087,1487,19,6550,43413
Manipur,2021-10-06,1315733,121462,117810,1875,1229109,520348,2581,159,102,4,999,8560,17131,1036,1445,21,5813,43603
Manipur,2021-10-07,1318415,121578,117950,1876,1229462,524365,2682,116,140,1,353,4017,17493,994,1484,21,5836,45086
Manipur,2021-10-08,1320833,121706,118141,1882,1230350,534579,2418,128,191,6,888,10214,17090,963,1488,24,5671,45221
Manipur,2021-10-09,1323062,121853,118255,1882,1230951,539800,2229,147,114,0,601,5221,16795,974,1452,22,5140,46729
Manipur,2021-10-10,1325082,122003,118389,1885,1231250,541754,2020,150,134,3,299,1954,16566,957,1467,23,5199,47608
Manipur,2021-10-11,1326876,122108,118516,1885,1232338,553984,1794,105,127,0,1088,12230,16405,962,1440,17,4977,49706
Manipur,2021-10-12,1329193,122228,118908,1887,1233125,561926,2317,120,392,2,787,7942,16041,925,1200,16,5015,50138
Manipur,2021-10-13,1331839,122363,119015,1889,1233828,566972,2646,135,107,2,703,5046,16106,901,1205,14,4719,46624
Manipur,2021-10-14,1334619,122432,119099,1889,1234670,574926,2780,69,84,0,842,7954,16204,854,1149,13,5208,50561
Manipur,2021-10-15,1337237,122545,119208,1893,1235197,580287,2618,113,109,4,527,5361,16404,839,1067,11,4847,45708
Manipur,2021-10-16,1339247,122633,119316,1895,1236156,591429,2010,88,108,2,959,11142,16185,780,1061,13,5205,51629
Manipur,2021-10-17,1341594,122737,119418,1897,1236393,592632,2347,104,102,2,237,1203,16512,734,1029,12,5143,50878
Manipur,2021-10-18,1343052,122804,119524,1897,1237548,604460,1458,67,106,0,1155,11828,16176,696,1008,12,5210,50476
Manipur,2021-10-19,1345540,122899,119640,1901,1238130,610745,2488,95,116,4,582,6285,16347,671,732,14,5005,48819
Manipur,2021-10-20,1347621,122970,119706,1904,1238699,616064,2081,71,66,3,569,5319,15782,607,691,15,4871,49092
Manipur,2021-10-21,1349383,123051,119800,1905,1239478,624647,1762,81,94,1,779,8583,14764,619,701,16,4808,49721
Manipur,2021-10-22,1351047,123107,120294,1907,1240398,635831,1664,56,494,2,920,11184,13810,562,1086,14,5201,55544
Manipur,2021-10-23,1353122,123229,120361,1907,1241394,645829,2075,122,67,0,996,9998,13875,596,1045,12,5238,54400
Manipur,2021-10-24,1354886,123292,120450,1911,1241771,648137,1764,63,89,4,377,2308,13292,555,1032,14,5378,55505
Manipur,2021-10-25,1356166,123333,120534,1913,1243311,662435,1280,41,84,2,1540,14298,13114,529,1010,16,5763,57975
Manipur,2021-10-26,1358295,123403,120615,1915,1244261,671798,2129,70,81,2,950,9363,12755,504,975,14,6131,61053
Manipur,2021-10-27,1360269,123473,120712,1917,1245290,681949,1974,70,97,2,1029,10151,12648,503,1006,13,6591,65885
